Id,SalePrice
1460,11.787041951769567
1461,11.943856759841507
1462,12.081476912053795
1463,12.175146725522719
1464,12.130701799559148
1465,12.101998645748465
1466,12.087154563132714
1467,12.053694964624055
1468,12.1347885942257
1469,11.66429504411784
1470,12.192961469261109
1471,11.440453687623213
1472,11.462539979897178
1473,11.899278951178
1474,11.809193501982453
1475,12.807305513553766
1476,12.514925328177041
1477,12.504551532419613
1478,12.476790644854896
1479,12.985670199128284
1480,12.73079768187466
1481,12.227844244109072
1482,12.021180683889101
1483,12.077951558819555
1484,12.123092205816747
1485,12.145983500291933
1486,12.737106445748259
1487,12.400054323648455
1488,12.189908577859065
1489,12.22633733017851
1490,12.140493353193555
1491,11.432696042974518
1492,12.137595976863716
1493,12.558892089329573
1494,12.614931509558142
1495,12.301903709963783
1496,12.080302462501637
1497,11.996220469443136
1498,11.984281748731977
1499,11.912697827371904
1500,12.044845278979553
1501,11.937128895363728
1502,12.61589637530398
1503,12.340852839775168
1504,12.284388267367959
1505,12.093452304940765
1506,12.304238412380538
1507,12.227820161169697
1508,12.002115176786567
1509,11.880150423332413
1510,11.84125986413125
1511,12.025525778254153
1512,11.867384048011484
1513,12.036961206330218
1514,12.007934822846687
1515,11.909233255432278
1516,12.031612633176787
1517,11.691486291873867
1518,12.300426452845256
1519,11.829626328697925
1520,11.843634244610971
1521,11.953426080435031
1522,11.61659095025771
1523,11.719524451603952
1524,11.71637972818154
1525,11.745216477508464
1526,11.512107695875516
1527,11.838608964654806
1528,11.918896660612187
1529,12.049112487984994
1530,11.54158594314307
1531,11.520084591483359
1532,11.878838849856175
1533,11.715736177594207
1534,11.918640137143273
1535,11.666539367021132
1536,11.087487561428055
1537,11.968787438231749
1538,12.138037611267531
1539,11.55915692784164
1540,11.976448067212612
1541,11.827047144749804
1542,12.369010931594516
1543,11.26748144996596
1544,11.576015862038107
1545,11.678095589479167
1546,11.721295307926777
1547,11.752396294464228
1548,11.60338101732967
1549,11.803491245511859
1550,11.710732913558301
1551,11.774820438688026
1552,11.862388043956072
1553,11.554983994724525
1554,12.101232798255655
1555,11.23990945895852
1556,11.62390136437229
1557,11.30427456119012
1558,11.535424833332995
1559,11.791994286965444
1560,11.908354496884186
1561,11.782432533790711
1562,11.666037897913071
1563,11.983261374811281
1564,11.911836981874092
1565,12.356279431518018
1566,11.129576880088065
1567,12.345238544440024
1568,11.971990663138731
1569,11.77378576969994
1570,11.666803678883882
1571,11.919391721069571
1572,12.419788798731718
1573,11.532091368000549
1574,12.12165193456668
1575,12.276684253770483
1576,12.122130491586287
1577,11.849784549089259
1578,11.913176605357611
1579,12.164636090884995
1580,11.794545103316931
1581,11.790107478553981
1582,12.748294509684401
1583,12.344271838284845
1584,11.864163104592718
1585,11.01390238014244
1586,11.524500774406096
1587,11.94035079561096
1588,11.438705033864794
1589,11.821142767098566
1590,11.598691102803675
1591,11.789125416386842
1592,11.720093278627893
1593,11.827624633879758
1594,11.679129692698407
1595,12.382868210663299
1596,12.023845482160327
1597,12.19962057778857
1598,11.95381307455812
1599,12.005091613702827
1600,10.986457115563596
1601,11.647160730391183
1602,11.441460886705364
1603,12.508635499714028
1604,12.396754066412381
1605,12.093261063849615
1606,11.94803262355096
1607,12.236044840238465
1608,12.122524130368978
1609,11.958633712025565
1610,11.829476583686407
1611,11.994131343954063
1612,11.96060505162875
1613,11.650243955311701
1614,11.381426898558736
1615,11.180892696033752
1616,11.383086964384923
1617,11.734432096723145
1618,11.820896577327002
1619,11.870775742489597
1620,11.867855765512505
1621,11.877809803633813
1622,12.656736594529493
1623,12.263271208752576
1624,11.760491617973168
1625,11.978101318443775
1626,12.15180702085388
1627,12.530302271864326
1628,12.066288883997128
1629,12.772182523175792
1630,12.234074050036003
1631,12.306512315200813
1632,12.086778513685266
1633,12.145557620170996
1634,12.104365009141752
1635,11.975901989482304
1636,12.066434596578167
1637,12.190608294034378
1638,12.0683009243567
1639,12.562087424126467
1640,12.083540236776347
1641,12.308692892634703
1642,12.305421986120672
1643,12.346789653538101
1644,12.112600806633044
1645,11.936683258825513
1646,11.925266101348965
1647,11.80314463948678
1648,11.862259352442473
1649,11.652019680836185
1650,11.68859230136439
1651,11.452063798790713
1652,11.574539823117503
1653,11.909831477561454
1654,11.897306085131799
1655,11.897114562436728
1656,11.945477796245877
1657,11.93747844801531
1658,11.837252068777573
1659,11.899700557371588
1660,13.054628586030589
1661,12.877085959106951
1662,12.839010475844637
1663,12.980126085174346
1664,12.636263458318709
1665,12.719970053719173
1666,12.810240058572045
1667,12.759764756049778
1668,12.596419714719714
1669,12.774298705909235
1670,12.485897848455206
1671,12.987451995376997
1672,12.594621744077008
1673,12.429280700641058
1674,12.184935470584966
1675,12.152925215083133
